Model_Year,Make,Model,Vehicle_Class,Engine_Size,Cylinders,Transmission,Fuel_Consumption_in_City(L/100 km),Fuel_Consumption_in_City_Hwy(L/100 km),Fuel_Consumption_comb(L/100km),CO2_Emissions,Smog_Level
2021,Ford,Bronco Sasquatch 4WD,SUV: Small,2.7,6,AS10,14,13.9,13.9,327,6
2021,Ford,Bronco Sport 4WD,SUV: Small,1.5,3,A8,9.3,8.3,8.9,209,7
2021,Ford,Bronco Sport 4WD,SUV: Small,2,4,AS8,11.1,8.9,10.1,238,5
2021,Ford,EcoSport,SUV: Small,1,3,AS6,8.6,8.1,8.4,197,5
2021,Ford,EcoSport AWD,SUV: Small,2,4,AS6,10.2,8,9.2,217,5
2021,Ford,Edge,SUV: Small,2,4,A8,11.2,8.1,9.8,229,5
2021,Ford,Edge AWD,SUV: Small,2,4,A8,11.5,8.3,10,236,5
2021,Ford,Edge AWD,SUV: Small,2,4,AS8,11.5,8.3,10.1,237,5
2021,Ford,Edge AWD,SUV: Small,2.7,6,AS8,12.6,9.3,11.1,262,5
2021,Ford,Escape,SUV: Small,1.5,3,A8,8.5,6.8,7.8,182,7
2021,Ford,Escape AWD,SUV: Small,1.5,3,A8,9,7.6,8.4,198,7
2021,Ford,Escape AWD,SUV: Small,2,4,A8,10.4,7.5,9.1,213,5
2021,Ford,Escape Hybrid,SUV: Small,2.5,4,AV,5.4,6.3,5.8,136,7
2021,Ford,Escape Hybrid AWD,SUV: Small,2.5,4,AV,5.5,6.4,5.9,139,7
2021,Ford,Expedition 4X4,SUV: Standard,3.5,6,AS10,14.1,10.7,12.6,295,5
2021,Ford,Expedition MAX 4X4,SUV: Standard,3.5,6,AS10,14.7,11.2,13.1,308,5
2021,Ford,Explorer AWD,SUV: Standard,2.3,4,A10,11.7,8.6,10.3,242,5
2021,Ford,Explorer AWD,SUV: Standard,2.3,4,AS10,11.7,8.6,10.3,242,5
2021,Ford,Explorer AWD,SUV: Standard,3,6,AS10,13.4,9.8,11.8,277,5
2021,Ford,Explorer Timberline AWD,SUV: Standard,2.3,4,AS10,12.2,10.4,11.4,268,5
2021,Ford,Explorer Hybrid AWD,SUV: Standard,3.3,6,AS10,10.1,9,9.6,225,5
2021,Ford,F-150,Pickup truck: Standard,2.7,6,AS10,12,9.3,10.8,253,6
2021,Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS10,12,9.8,11,259,6
2021,Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS10,16.6,12.6,14.8,242,6
2021,Ford,F-150,Pickup truck: Standard,3.5,6,AS10,13.1,10,11.7,274,6
2021,Ford,F-150 FFV,Pickup truck: Standard,5,8,AS10,14,10,12.2,287,5
2021,Ford,F-150 FFV,Pickup truck: Standard,5,8,AS10,20.9,13.6,17.6,291,5
2021,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS10,14.5,10.3,12.6,296,5
2021,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS10,19.8,13.7,17.1,284,5
2021,Ford,F-150 4X4,Pickup truck: Standard,2.7,6,AS10,12.8,10,11.5,271,6
2021,Ford,F-150 4X4 (Without Stop-Start),Pickup truck: Standard,2.7,6,AS10,13.5,10,11.9,280,6
2021,Ford,F-150 4X4,Pickup truck: Standard,3,6,AS10,11.9,9.1,10.7,287,1
2021,Ford,F-150 FFV 4X4,Pickup truck: Standard,3.3,6,AS10,12.5,10.7,11.7,275,6
2021,Ford,F-150 FFV 4X4,Pickup truck: Standard,3.3,6,AS10,17.2,13.1,15.4,252,6
2021,Ford,F-150 4X4,Pickup truck: Standard,3.5,6,AS10,13.5,10.2,12,282,6
2021,Ford,F-150 FFV 4X4,Pickup truck: Standard,5,8,AS10,14.8,10.9,13.1,307,5
2021,Ford,F-150 FFV 4X4,Pickup truck: Standard,5,8,AS10,21.5,14.5,18.3,303,5
2021,Ford,F-150 FFV 4X4 (Without Stop-Start),Pickup truck: Standard,5,8,AS10,15.4,11,13.4,315,5
2021,Ford,F-150 FFV 4X4 (Without Stop-Start),Pickup truck: Standard,5,8,AS10,21,14.7,18.1,301,5
2021,Ford,F-150 Raptor 4X4,Pickup truck: Standard,3.5,6,AS10,15.8,13.2,14.6,344,6
2021,Ford,F-150 Raptor 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,16.8,13.2,15.2,357,6
2021,Ford,F-150 Raptor 37 4X4,Pickup truck: Standard,3.5,6,AS10,16,14.4,15.3,359,6
2021,Ford,F-150 Raptor 37 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,16.6,14.8,15.8,370,6
2021,Ford,F-150 Tremor 4X4,Pickup truck: Standard,3.5,6,AS10,14.3,11.8,13.2,310,6
2021,Ford,F-150 Tremor 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,14.7,11.7,13.3,313,6
2021,Ford,F-150 Hybrid,Pickup truck: Standard,3.5,6,AS10,9.5,9.1,9.3,217,5
2021,Ford,F-150 Hybrid 4X4,Pickup truck: Standard,3.5,6,AS10,9.8,9.7,9.8,229,5
2021,Ford,GT,Two-seater,3.5,6,AM7,19.8,12.8,16.6,393,3
2021,Ford,Mustang,Subcompact,2.3,4,A10,11,7.5,9.4,221,5
2021,Ford,Mustang,Subcompact,2.3,4,AS10,11,7.5,9.4,222,5
2021,Ford,Mustang (High Performance),Subcompact,2.3,4,AS10,11.7,8.6,10.3,242,5
2021,Ford,Mustang,Subcompact,2.3,4,M6,11.4,8.1,9.9,233,5
2021,Ford,Mustang (High Performance),Subcompact,2.3,4,M6,11.9,8.7,10.5,246,5
2021,Ford,Mustang,Subcompact,5,8,AS10,15.3,9.8,12.8,300,3
2021,Ford,Mustang,Subcompact,5,8,M6,16.2,10,13.4,314,3
2021,Ford,Mustang Convertible,Subcompact,2.3,4,A10,12,8.5,10.4,244,5
2021,Ford,Mustang Convertible,Subcompact,2.3,4,AS10,11.9,8.4,10.3,241,5
2021,Ford,Mustang Convertible (High Performance),Subcompact,2.3,4,AS10,12.1,8.9,10.7,251,5
2021,Ford,Mustang Convertible,Subcompact,2.3,4,M6,11.8,8.6,10.4,244,5
2021,Ford,Mustang Convertible (High Performance),Subcompact,2.3,4,M6,12.4,9.3,11,258,5
2021,Ford,Mustang Convertible,Subcompact,5,8,AS10,15.8,10.4,13.3,312,3
2021,Ford,Mustang Mach 1,Subcompact,5,8,AS10,15.3,10.1,12.9,303,3
2021,Ford,Mustang Mach 1,Subcompact,5,8,M6,16.6,10.5,13.9,325,3
2021,Ford,Ranger 4WD,Pickup truck: Standard,2.3,4,AS10,11.8,9.8,10.9,256,5
2021,Ford,Ranger 4WD Tremor,Pickup truck: Standard,2.3,4,AS10,12.1,12.3,12.2,287,3
2021,Ford,Shelby GT500 Mustang,Subcompact,5.2,8,AM7,19.9,12.8,16.7,393,3
2021,Ford,T-150 Wagon FFV,Van: Passenger,3.5,6,AS10,16.2,12.4,14.5,341,1
2021,Ford,T-150 Wagon FFV,Van: Passenger,3.5,6,AS10,21.6,16.4,19.3,321,1
2021,Ford,T-150 Wagon FFV 4WD,Van: Passenger,3.5,6,AS10,16.8,13,15.1,354,1
2021,Ford,T-150 Wagon FFV 4WD,Van: Passenger,3.5,6,AS10,22.3,17,19.9,331,1
2021,Ford,Transit Connect Van,Special purpose vehicle,2,4,AS8,9.8,8.8,9.3,217,6
2021,Ford,Transit Connect Van FFV,Special purpose vehicle,2,4,AS8,9.8,8.8,9.3,217,5
2021,Ford,Transit Connect Van FFV,Special purpose vehicle,2,4,AS8,13.3,11.8,12.6,209,5
2021,Ford,Transit Connect Van,Special purpose vehicle,2.5,4,AS6,12,8.8,10.6,247,5
2021,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2,4,AS8,9.9,8.2,9.2,214,6
2021,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2,4,AS8,9.9,8.2,9.2,214,5
2021,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2,4,AS8,13.7,11.1,12.5,208,5
2021,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.5,4,AS6,12.1,9,10.7,251,5
2021,Genesis,G70,Compact,2,4,M6,12.8,8.5,10.9,255,3
2021,Genesis,G70 AWD,Compact,2,4,AS8,11.4,8.5,10.1,236,3
2021,Genesis,G70 AWD,Compact,3.3,6,AS8,14.1,9.5,12,284,3
2021,Genesis,G80 AWD,Full-size,2.5,4,AS8,10.8,7.9,9.5,225,5
2021,Genesis,G80 AWD,Full-size,3.5,6,AS8,12.9,9,11.2,262,5
2021,Genesis,G90 AWD,Full-size,5,8,AS8,15,10.1,12.8,303,5
2021,Genesis,GV80 AWD,SUV: Standard,2.5,4,AS8,11.3,9.5,10.5,248,5
2021,Genesis,GV80 AWD,SUV: Standard,3.5,6,AS8,12.9,10.4,11.8,279,5
2021,GMC,Acadia,SUV: Standard,2,4,A9,10.6,8,9.4,221,7
2021,GMC,Acadia,SUV: Standard,2.5,4,A9,11.3,8.9,10.2,238,5
2021,GMC,Acadia,SUV: Standard,3.6,6,A9,12.2,8.8,10.7,250,6
2021,GMC,Acadia AWD,SUV: Standard,2,4,A9,10.6,8.7,9.7,227,7
2021,GMC,Acadia AWD,SUV: Standard,3.6,6,A9,12.5,9,10.9,256,6
2021,GMC,Canyon,Pickup truck: Small,2.5,4,A6,12.2,9.4,10.9,257,6
2021,GMC,Canyon,Pickup truck: Small,2.8,4,A6,11.8,7.9,10.1,294,3
2021,GMC,Canyon,Pickup truck: Small,3.6,6,A8,12.9,9.3,11.3,263,6
2021,GMC,Canyon 4WD,Pickup truck: Small,2.5,4,A6,12.7,9.9,11.4,268,6
2021,GMC,Canyon 4WD,Pickup truck: Small,2.8,4,A6,12.2,8.4,10.5,294,3
2021,GMC,Canyon 4WD,Pickup truck: Small,3.6,6,A8,14.9,10.9,13.1,306,6
2021,GMC,Sierra,Pickup truck: Standard,2.7,4,A8,11.9,10.3,11.2,263,6
2021,GMC,Sierra WT,Pickup truck: Standard,2.7,4,A8,11.9,10.3,11.2,263,6
2021,GMC,Sierra,Pickup truck: Standard,3,6,A10,10.2,7.8,9.1,245,3
2021,GMC,Sierra,Pickup truck: Standard,4.3,6,A6,15.1,11.5,13.5,318,6
2021,GMC,Sierra,Pickup truck: Standard,5.3,8,A6,15.8,11.4,13.8,325,5
2021,GMC,Sierra (Without AFM),Pickup truck: Standard,5.3,8,A6,16.7,11.4,14.3,336,5
2021,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,16.2,12.3,14.5,340,3
2021,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,21.5,16,19,315,3
2021,GMC,Sierra,Pickup truck: Standard,5.3,8,A8,14,10.1,12.3,288,5
2021,GMC,Sierra (Without DFM),Pickup truck: Standard,5.3,8,A8,16,10.9,13.7,321,5
2021,GMC,Sierra 4WD,Pickup truck: Standard,2.7,4,A8,13,11.4,12.3,288,6
2021,GMC,Sierra 4WD WT,Pickup truck: Standard,2.7,4,A8,13.3,11.8,12.6,295,6
2021,GMC,Sierra 4WD,Pickup truck: Standard,3,6,A10,10.6,9.2,10,268,3
2021,GMC,Sierra 4WD AT4,Pickup truck: Standard,3,6,A10,10.6,9.2,10,268,3
2021,GMC,Sierra 4WD,Pickup truck: Standard,4.3,6,A6,15.8,11.9,14,329,6
2021,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A6,16,11.8,14.1,331,5
2021,GMC,Sierra 4WD (Without AFM),Pickup truck: Standard,5.3,8,A6,17.3,11.8,14.8,348,5
2021,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,16.5,12.8,14.8,347,3
2021,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,22,16.4,19.5,326,3
2021,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A6,16.7,13.1,15.1,355,5
2021,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A8,15.2,11.1,13.3,313,5
2021,GMC,Sierra 4WD (Without DFM),Pickup truck: Standard,5.3,8,A8,17.4,11.7,14.8,349,5
2021,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A8,15.2,11.1,13.3,312,5
2021,GMC,Sierra 4WD AT4 (Without DFM),Pickup truck: Standard,5.3,8,A8,17.4,11.7,14.8,348,5
2021,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A10,14.3,10.7,12.7,298,5
2021,GMC,Sierra 4WD (Without Stop-Start),Pickup truck: Standard,5.3,8,A10,15.3,11,13.3,313,5
2021,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A10,14.7,11.2,13.1,307,5
2021,GMC,Sierra 4WD AT4 (Without Stop-Start),Pickup truck: Standard,5.3,8,A10,15.6,11.4,13.7,321,5
2021,GMC,Sierra 4WD,Pickup truck: Standard,6.2,8,A10,15.1,11.5,13.5,316,3
2021,GMC,Sierra 4WD (Without Stop-Start),Pickup truck: Standard,6.2,8,A10,16.2,12,14.3,335,3
2021,GMC,Sierra 4WD AT4,Pickup truck: Standard,6.2,8,A10,15.7,12.4,14.2,332,3
2021,GMC,Sierra 4WD AT4 (Without Stop-Start),Pickup truck: Standard,6.2,8,A10,16.8,12.7,15,352,3
2021,GMC,Terrain,SUV: Small,1.5,4,A9,9.2,7.8,8.6,201,7
2021,GMC,Terrain AWD,SUV: Small,1.5,4,A9,9.6,8.3,9,211,7
2021,GMC,Yukon,SUV: Standard,3,6,A10,11.3,8.6,10.1,272,3
2021,GMC,Yukon,SUV: Standard,5.3,8,A10,14.3,11.8,13.2,309,5
2021,GMC,Yukon (Without Stop-Start),SUV: Standard,5.3,8,A10,15.3,12,13.8,325,5
2021,GMC,Yukon 4WD,SUV: Standard,3,6,A10,12,8.9,10.6,277,3
2021,GMC,Yukon 4WD,SUV: Standard,5.3,8,A10,14.8,11.8,13.5,317,5
2021,GMC,Yukon 4WD (Without Stop-Start),SUV: Standard,5.3,8,A10,15.5,12,13.9,327,5
2021,GMC,Yukon 4WD,SUV: Standard,6.2,8,A10,16.8,12.4,14.8,347,3
2021,GMC,Yukon 4WD (Without Stop-Start),SUV: Standard,6.2,8,A10,17.5,12.6,15.3,357,3
2021,GMC,Yukon XL,SUV: Standard,3,6,A10,11.3,8.6,10.1,272,3
2021,GMC,Yukon XL,SUV: Standard,5.3,8,A10,14.3,11.8,13.2,309,5
2021,GMC,Yukon XL (Without Stop-Start),SUV: Standard,5.3,8,A10,15.3,12,13.8,325,5
2021,GMC,Yukon XL 4WD,SUV: Standard,3,6,A10,12,8.9,10.6,277,3
2021,GMC,Yukon XL 4WD,SUV: Standard,5.3,8,A10,15.3,12.4,14,328,5
2021,GMC,Yukon XL 4WD (Without Stop-Start),SUV: Standard,5.3,8,A10,16,12.6,14.5,341,5
2021,GMC,Yukon XL 4WD,SUV: Standard,6.2,8,A10,16.8,12.4,14.8,347,3
2021,GMC,Yukon XL 4WD (Without Stop-Start),SUV: Standard,6.2,8,A10,17.5,12.6,15.3,357,3
2021,Honda,Accord,Full-size,1.5,4,AV,7.8,6.5,7.2,168,7
2021,Honda,Accord Sport/Touring,Full-size,1.5,4,AV7,8.1,6.8,7.5,176,7
2021,Honda,Accord Sport/Touring,Full-size,2,4,AS10,10.4,7.4,9.1,211,7
2021,Honda,Accord Hybrid,Full-size,2,4,AV,5,5,5,117,7
2021,Honda,Accord Hybrid Sport/Touring,Full-size,2,4,AV,5.3,5.7,5.5,129,7
2021,Honda,Civic Hatchback,Full-size,1.5,4,M6,8.1,6.4,7.3,171,3
2021,Honda,Civic Hatchback Sport,Full-size,1.5,4,AV7,8,6.6,7.4,172,3
2021,Honda,Civic Hatchback Sport,Full-size,1.5,4,M6,8.1,6.4,7.3,171,3
2021,Honda,Civic Sedan,Mid-size,1.5,4,AV7,7.8,6.2,7.1,165,3
2021,Honda,Civic Sedan,Mid-size,2,4,AV,7.9,6.1,7.1,167,3
2021,Honda,Civic Sedan,Mid-size,2,4,AV7,8.2,6.5,7.4,172,3
2021,Honda,Civic Type R,Full-size,2,4,M6,10.5,8.4,9.6,223,3
2021,Honda,CR-V,SUV: Small,1.5,4,AV,8.3,7,7.7,180,5
2021,Honda,CR-V AWD,SUV: Small,1.5,4,AV,8.7,7.4,8.1,189,5
2021,Honda,HR-V,Station wagon: Small,1.8,4,AV,8.4,7,7.8,181,5
2021,Honda,HR-V AWD,Station wagon: Small,1.8,4,AV,8.8,7.5,8.2,193,5
2021,Honda,HR-V AWD,Station wagon: Small,1.8,4,AV7,9.1,7.7,8.5,200,5
2021,Honda,Insight EX,Mid-size,1.5,4,AV,4.6,5.3,4.9,115,7
2021,Honda,Insight Touring,Compact,1.5,4,AV,4.6,5.3,4.9,115,7
2021,Honda,Odyssey,Minivan,3.5,6,AS10,12.2,8.5,10.6,248,5
2021,Honda,Passport AWD,SUV: Small,3.5,6,AS9,12.5,9.8,11.3,265,3
2021,Honda,Pilot AWD,SUV: Small,3.5,6,AS9,12.4,9.3,11,256,3
2021,Honda,Ridgeline AWD,Pickup truck: Standard,3.5,6,AS9,12.8,9.9,11.5,271,3
2021,Hyundai,Elantra,Mid-size,1.6,4,AM7,8.4,6.6,7.6,179,5
2021,Hyundai,Elantra,Mid-size,2,4,AV1,7.5,5.7,6.7,157,5
2021,Hyundai,Elantra (ISG),Mid-size,2,4,AV1,7.1,5.5,6.4,152,5
2021,Hyundai,Elantra,Mid-size,2,4,M6,9.1,6.3,7.8,185,5
2021,Hyundai,Elantra Hybrid Blue,Mid-size,1.6,4,AM6,4.5,4.2,4.4,103,7
2021,Hyundai,IONIQ,Full-size,1.6,4,AM6,4.3,4.1,4.2,99,7
2021,Hyundai,IONIQ Blue,Full-size,1.6,4,AM6,4,3.9,4,94,7
2021,Hyundai,Kona,SUV: Small,2,4,AS6,8.6,7,7.9,187,5
2021,Hyundai,Kona AWD,SUV: Small,1.6,4,AM7,9,8,8.6,201,5
2021,Hyundai,Kona AWD,SUV: Small,2,4,AS6,9.2,7.8,8.6,202,5
2021,Hyundai,Palisade,SUV: Standard,3.8,6,AS8,11.9,8.8,10.5,250,5
2021,Hyundai,Palisade AWD,SUV: Standard,3.8,6,AS8,12.3,9.6,11.1,265,5
2021,Hyundai,Santa Fe,SUV: Small,2.5,4,AS8,9.6,8.5,9.1,214,7
2021,Hyundai,Santa Fe AWD,SUV: Small,2.5,4,AM8,11,8.5,9.9,233,5
2021,Hyundai,Santa Fe AWD,SUV: Small,2.5,4,AS8,10.6,9.3,10,235,7
2021,Hyundai,Santa Fe Hybrid,SUV: Small,1.6,4,AM6,7.1,7.9,7.4,176,7
2021,Hyundai,Sonata,Full-size,1.6,4,AS8,8.8,6.4,7.7,182,5
2021,Hyundai,Sonata,Full-size,2.5,4,AM8,10.1,7.2,8.8,208,5
2021,Hyundai,Sonata,Full-size,2.5,4,AS8,8.8,6.4,7.7,182,7
2021,Hyundai,Sonata Hybrid,Full-size,2,4,AM6,5.3,4.6,5,117,7
2021,Hyundai,Tucson,SUV: Small,2,4,AS6,10,7.9,9.1,216,5
2021,Hyundai,Tucson AWD,SUV: Small,2,4,AS6,10.8,9.2,10.1,239,5
2021,Hyundai,Tucson AWD,SUV: Small,2.4,4,AS6,11,9.1,10.1,241,5
2021,Hyundai,Veloster N,Compact,2,4,AM8,12,8.6,10.5,248,3
2021,Hyundai,Veloster N,Compact,2,4,M6,10.6,8.3,9.5,226,3
2021,Hyundai,Venue,Mid-size,1.6,4,AV1,7.9,7,7.5,178,5
2021,Hyundai,Venue,Mid-size,1.6,4,M6,8.6,6.8,7.8,184,5
2021,Infiniti,Q50 AWD,Mid-size,3,6,AS7,12.5,8.7,10.8,254,3
2021,Infiniti,Q50 AWD Red Sport,Mid-size,3,6,AS7,12.5,9.3,11.1,261,3
2021,Infiniti,Q60 AWD,Subcompact,3,6,AS7,12.3,8.7,10.7,252,3
2021,Infiniti,Q60 AWD Red Sport,Subcompact,3,6,AS7,12.5,9.2,11,259,3
2021,Infiniti,QX50 AWD,SUV: Small,2,4,AV8,10.8,8.3,9.7,229,6
2021,Infiniti,QX80 4WD,SUV: Standard,5.6,8,AS7,17.6,12.2,15.1,356,3
2021,Jaguar,F-TYPE P300 Convertible,Two-seater,2,4,AS8,10.2,7.8,9.2,215,7
2021,Jaguar,F-TYPE P300 Coupe,Two-seater,2,4,AS8,10.2,7.8,9.2,215,7
2021,Jaguar,F-TYPE P380 AWD Convertible,Two-seater,3,6,AS8,13,9.2,11.3,265,7
2021,Jaguar,F-TYPE P380 AWD Coupe,Two-seater,3,6,AS8,13,9.2,11.3,265,7
2021,Jaguar,F-TYPE R AWD Convertible,Two-seater,5,8,AS8,15.2,9.8,12.7,299,3
2021,Jaguar,F-TYPE R AWD Coupe,Two-seater,5,8,AS8,15.2,9.8,12.7,299,3
2021,Jeep,Cherokee,SUV: Small,2,4,A9,10.4,7.6,9.1,214,5
2021,Jeep,Cherokee,SUV: Small,2.4,4,A9,10.8,7.5,9.3,219,6
2021,Jeep,Cherokee,SUV: Small,3.2,6,A9,11.9,8.2,10.2,240,5
2021,Jeep,Cherokee 4X4 Active Drive I,SUV: Small,2,4,A9,11.2,8,9.8,229,5
2021,Jeep,Cherokee 4X4 Active Drive I,SUV: Small,2.4,4,A9,11.2,8,9.8,230,6
2021,Jeep,Cherokee 4X4 Active Drive I,SUV: Small,3.2,6,A9,12.2,8.6,10.6,249,5
2021,Jeep,Cherokee 4X4 Active Drive II,SUV: Small,2,4,A9,11.5,8.6,10.2,240,5
2021,Jeep,Cherokee 4X4 Active Drive II,SUV: Small,3.2,6,A9,12.8,9,11.1,259,5
2021,Jeep,Cherokee 4X4 Active Drive Lock,SUV: Small,3.2,6,A9,12.9,9.7,11.5,268,5
2021,Jeep,Compass,SUV: Small,2.4,4,A6,10.6,7.6,9.3,218,6
2021,Jeep,Compass 4X4,SUV: Small,2.4,4,A9,10.8,7.8,9.5,222,6
2021,Jeep,Gladiator 4X4 EcoDiesel,Pickup truck: Standard,3,6,A8,10.8,8.5,9.8,263,1
2021,Jeep,Gladiator 4X4 Rubicon EcoDiesel,Pickup truck: Standard,3,6,A8,11,8.7,10,271,1
2021,Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6,A8,13.7,10.7,12.3,290,7
2021,Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6,M6,14.3,10.4,12.6,296,7
2021,Jeep,Grand Cherokee 4X4,SUV: Standard,3.6,6,A8,12.7,9.6,11.3,265,7
2021,Jeep,Grand Cherokee 4X4,SUV: Standard,5.7,8,A8,16.7,10.9,14.1,331,3
2021,Jeep,Grand Cherokee 4X4 SRT,SUV: Standard,6.4,8,A8,18.3,12.6,15.7,368,1
2021,Jeep,Grand Cherokee 4X4 Trackhawk,SUV: Standard,6.2,8,A8,20.9,13.8,17.7,413,1
2021,Jeep,Grand Cherokee L 4X4,SUV: Standard,3.6,6,A8,13,9.4,11.3,266,7
2021,Jeep,Grand Cherokee L 4X4,SUV: Standard,5.7,8,A8,16.7,10.9,14.1,331,5
2021,Jeep,Renegade,SUV: Small,1.3,4,A9,9.8,7.4,8.7,204,6
2021,Jeep,Renegade,SUV: Small,2.4,4,A9,10.8,7.8,9.5,222,6
2021,Jeep,Renegade 4X4,SUV: Small,1.3,4,A9,10.1,8.1,9.2,222,6
2021,Jeep,Renegade 4X4 Trailhawk,SUV: Small,1.3,4,A9,10.8,8.7,9.9,231,6
2021,Jeep,Renegade 4X4,SUV: Small,2.4,4,A9,11.2,8.2,9.8,230,6
2021,Jeep,Wrangler JL 4X4,SUV: Small,2,4,A8,10.7,9.8,10.3,241,5
2021,Jeep,Wrangler JL 4X4,SUV: Small,3.6,6,A8,12.8,10.4,11.8,274,7
2021,Jeep,Wrangler JL 4X4 eTorque,SUV: Small,3.6,6,A8,12,9.8,11,258,5
2021,Jeep,Wrangler JL 4X4,SUV: Small,3.6,6,M6,13.7,9.6,11.8,277,7
2021,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,2,4,A8,11.5,9.9,10.8,251,5
2021,Jeep,Wrangler JL Unlimited 4X4 EcoDiesel,SUV: Small,3,6,A8,10.6,8.1,9.5,255,1
2021,Jeep,Wrangler JL Unlimited 4X4 Rubicon EcoDiesel,SUV: Small,3,6,A8,11.2,9,10.2,275,1
2021,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,3.6,6,A8,12.9,10.7,11.9,280,7
2021,Jeep,Wrangler JL Unlimited 4X4 eTorque,SUV: Small,3.6,6,A8,12.3,9.9,11.2,262,5
2021,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,3.6,6,M6,13.8,10.1,12.2,285,7
2021,Kia,Forte,Mid-size,1.6,4,AM7,8.7,6.6,7.8,184,5
2021,Kia,Forte,Mid-size,2,4,AV,7.8,5.9,6.9,164,5
2021,Kia,Forte,Mid-size,2,4,M6,8.6,6.4,7.6,180,5
2021,Kia,Forte 5,Full-size,1.6,4,AM7,8.9,6.9,8,190,5
2021,Kia,Forte 5,Full-size,1.6,4,M6,9.9,7.6,8.8,209,5
2021,Kia,Forte 5,Full-size,2,4,AV,8,6,7.1,169,5
2021,Kia,K5,Full-size,2.5,4,AM8,9.9,7.3,8.7,207,5
2021,Kia,K5 AWD,Full-size,1.6,4,AS8,9.2,6.9,8.2,193,5
2021,Kia,Niro,Station wagon: Small,1.6,4,AM6,4.4,4.9,4.6,110,7
2021,Kia,Niro FE,Station wagon: Small,1.6,4,AM6,4.4,4.9,4.6,110,7
2021,Kia,Niro Touring,Station wagon: Small,1.6,4,AM6,5,5.6,5.3,124,7
2021,Kia,Rio,Compact,1.6,4,AV1,7.2,6,6.7,159,3
2021,Kia,Rio,Compact,1.6,4,M6,7.7,6.1,7,166,3
2021,Kia,Sedona,Minivan,3.3,6,AS8,12.7,10,11.5,272,5
2021,Kia,Seltos,SUV: Small,2,4,AV8,8.2,7.1,7.7,182,5
2021,Kia,Seltos AWD,SUV: Small,1.6,4,AM7,9.4,7.9,8.7,205,5
2021,Kia,Seltos AWD,SUV: Small,2,4,AV8,8.8,7.6,8.2,195,5
2021,Kia,Sorento AWD,SUV: Small,2.5,4,AM8,11.1,8.4,9.9,233,5
2021,Kia,Sorento AWD,SUV: Small,2.5,4,AS8,10.1,9.2,9.7,227,5
2021,Kia,Soul,Station wagon: Small,2,4,AV,8.5,7,7.9,187,7
2021,Kia,Sportage,SUV: Small,2.4,4,AS6,10.1,7.6,9,214,5
2021,Kia,Sportage AWD,SUV: Small,2,4,AS6,12.1,9.6,11,261,5
2021,Kia,Sportage AWD,SUV: Small,2.4,4,AS6,10.7,9,10,237,5
2021,Kia,Stinger AWD,Mid-size,3.3,6,AS8,13.6,9.6,11.8,279,3
2021,Kia,Telluride AWD,SUV: Small,3.8,6,AS8,12.6,9.7,11.3,265,5
2021,Lamborghini,Aventador Coupe S,Two-seater,6.5,12,AM7,27.9,15.7,22.4,520,1
2021,Lamborghini,Aventador Coupe SVJ,Two-seater,6.5,12,AM7,27.9,15.7,22.4,520,1
2021,Lamborghini,Aventador Roadster S,Two-seater,6.5,12,AM7,27.3,15.9,22.2,515,1
2021,Lamborghini,Aventador Roadster SVJ,Two-seater,6.5,12,AM7,27.3,15.9,22.2,515,1
2021,Lamborghini,Huracan,Two-seater,5.2,10,AM7,18,12.9,15.7,370,1
2021,Lamborghini,Huracan AWD,Two-seater,5.2,10,AM7,18,12.9,15.7,371,1
2021,Lamborghini,Huracan Spyder,Two-seater,5.2,10,AM7,18,12.9,15.7,370,1
2021,Lamborghini,Huracan Spyder AWD,Two-seater,5.2,10,AM7,18,12.9,15.7,371,1
2021,Lamborghini,Urus,SUV: Standard,4,8,AS8,19.2,14.1,16.9,384,3
